"","win_1970","win_1971","win_1972","win_1973","win_1974","win_1975","win_1976","win_1977","win_1978","win_1979","win_1980","win_1981","win_1982","win_1983","win_1984","win_1985","win_1986","win_1987","win_1988","win_1989","win_1990","win_1991","win_1992","win_1993","win_1994","win_1995","win_1996","win_1997","win_1998","win_1999","win_2000","win_2001","win_2002","win_2003","win_2004","win_2005","win_2006","win_2007","win_2008","win_2009","win_2010","win_2011","win_2012","win_2013","win_2014","win_2015","win_2016","win_2017","win_2018","win_2019","win_2020","species"
"Datura innoxia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,"Datura innoxia"
"Populus alba",NA,3,3,4,4,4,2,1,NA,NA,NA,1,2,2,2,2,2,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,4,5,12,22,31,35,41,38,"Populus alba"
"Crepis tectorum",2,2,2,2,2,3,3,3,5,12,11,12,12,10,3,2,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,5,7,8,9,8,7,5,3,3,3,1,2,3,2,2,2,1,NA,NA,2,3,3,3,"Crepis tectorum"
"Bromus japonicus",NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromus japonicus"
"Erodium cicutarium",NA,NA,1,2,3,3,3,3,4,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,1,NA,1,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,"Erodium cicutarium"
"Halyomorpha halys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,15,19,23,26,27,"Halyomorpha halys"
"Fagopyrum sagittatum",NA,NA,NA,NA,NA,1,1,2,2,6,10,10,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fagopyrum sagittatum"
"Trifolium agrarium",6,7,9,11,12,10,13,10,7,8,8,3,3,3,1,NA,1,6,9,10,10,10,7,5,4,5,7,6,5,5,5,2,1,1,3,4,5,8,8,6,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"Trifolium agrarium"
"Solanum ptychanthum",NA,NA,NA,NA,NA,NA,NA,3,5,8,10,10,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanum ptychanthum"
"Lactuca scariola",2,3,3,3,2,2,1,3,4,7,11,10,8,8,5,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lactuca scariola"
"Descurainia sophia",2,2,2,NA,2,2,2,5,6,9,11,13,10,9,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Descurainia sophia"
"Ulmus pumila",1,1,1,1,3,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,1,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,2,2,1,2,3,3,4,9,14,19,24,30,29,"Ulmus pumila"
"Lactuca serriola",1,1,1,1,1,2,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,2,3,3,5,8,10,15,28,29,26,24,"Lactuca serriola"
"Ventenata dubia",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ventenata dubia"
"Pyrus communis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,"Pyrus communis"
"Panicum miliaceum",1,2,3,2,2,2,2,3,7,14,17,17,17,15,13,13,17,18,24,23,21,19,18,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,2,3,3,5,5,"Panicum miliaceum"
"Avena fatua",5,6,6,4,2,3,2,6,10,25,33,34,31,26,13,2,1,1,2,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Avena fatua"
"Larix decidua",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,10,12,12,11,8,"Larix decidua"
"Potentilla inclinata",NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potentilla inclinata"
"Cynoglossum officinale",2,3,2,2,5,5,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,2,2,4,3,"Cynoglossum officinale"
"Apium graveolens",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apium graveolens"
"Thymelaea passerina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,"Thymelaea passerina"
"Felis catus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,12,24,33,44,50,"Felis catus"
"Matricaria matricarioides",9,10,13,10,13,15,17,16,20,26,27,25,26,22,15,5,3,4,5,6,7,9,7,6,5,4,3,2,4,3,5,4,5,4,5,4,4,5,4,4,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,"Matricaria matricarioides"
"Elaeagnus angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,2,4,4,2,3,4,3,4,7,8,10,13,13,12,14,"Elaeagnus angustifolia"
"Tripleurospermum inodorum",NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,2,2,2,3,3,2,2,2,5,14,20,27,33,31,"Tripleurospermum inodorum"
"Euphorbia helioscopia",9,13,12,10,8,8,7,8,12,28,35,34,33,29,17,1,1,4,5,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,5,4,3,3,3,1,2,5,7,13,23,26,27,24,"Euphorbia helioscopia"
"Dysphania ambrosioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dysphania ambrosioides"
"Scytodes thoracica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Scytodes thoracica"
"Setaria verticillata",NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,3,2,1,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Setaria verticillata"
"Amaranthus albus",2,2,3,3,3,6,6,6,8,15,16,16,16,12,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,"Amaranthus albus"
"Lappula squarrosa",NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,2,5,7,6,8,8,"Lappula squarrosa"
"Mentha suaveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,"Mentha suaveolens"
"Larinioides sclopetarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,10,27,30,37,36,"Larinioides sclopetarius"
"Orgyia antiqua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,1,1,1,2,2,1,3,12,38,50,52,51,45,"Orgyia antiqua"
"Rattus norvegicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,3,NA,1,1,4,4,9,13,13,"Rattus norvegicus"
"Silene chalcedonica",1,1,1,2,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,3,3,5,6,8,7,"Silene chalcedonica"
"Cotinus coggygria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,2,8,13,14,14,12,"Cotinus coggygria"
"Acorus americanus",1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,2,2,2,2,1,"Acorus americanus"
"Tragopogon dubius",1,1,1,1,1,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,1,1,1,2,2,1,2,3,2,2,2,2,1,1,1,1,NA,1,1,2,2,2,2,2,2,4,7,8,14,22,31,44,52,48,"Tragopogon dubius"
"Echinops sphaerocephalus",NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,2,1,1,"Echinops sphaerocephalus"
"Neogobius melanostomus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,2,5,8,9,12,11,"Neogobius melanostomus"
"Eragrostis minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,4,5,16,16,"Eragrostis minor"
"Xanthogaleruca luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,5,5,"Xanthogaleruca luteola"
"Eragrostis pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,3,3,"Eragrostis pilosa"
"Euphorbia davidii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,"Euphorbia davidii"
"Parthenocissus tricuspidata",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,"Parthenocissus tricuspidata"
"Vicia villosa",NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Vicia villosa"
"Anthemis arvensis",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,"Anthemis arvensis"
"Poa annua",4,4,5,5,4,4,4,7,8,11,18,18,16,14,12,4,5,4,7,6,6,6,6,3,2,1,2,1,1,1,3,3,4,6,7,6,5,6,5,4,4,5,3,2,3,4,4,5,6,9,7,"Poa annua"
"Euphrasia stricta",1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,2,3,4,6,5,"Euphrasia stricta"
"Poa alba",6,8,7,5,5,4,2,3,3,7,14,13,12,11,7,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poa alba"
"Hibiscus trionum",NA,1,1,1,1,1,NA,NA,1,2,3,3,3,2,1,NA,NA,NA,1,1,1,1,1,NA,NA,2,2,2,2,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Hibiscus trionum"
"Vicia sativa",1,1,NA,NA,NA,NA,1,2,2,3,3,2,1,1,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vicia sativa"
"Chenopodium ficifolium",NA,1,1,3,4,4,6,9,10,11,11,10,7,5,2,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Chenopodium ficifolium"
"Spergularia media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spergularia media"
"Brassica juncea",1,2,2,3,3,3,3,3,2,6,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2,4,6,7,6,6,4,3,2,2,1,"Brassica juncea"
"Rumex pseudonatronatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rumex pseudonatronatus"
"Galinsoga parviflora",NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,"Galinsoga parviflora"
"Malus pumila",NA,1,2,2,4,4,3,3,3,2,2,2,1,1,NA,NA,1,2,2,2,2,1,NA,NA,NA,2,2,2,3,3,1,1,1,NA,NA,NA,NA,6,6,6,6,7,1,2,2,2,1,1,NA,NA,NA,"Malus pumila"
"Sinapis arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,9,9,"Sinapis arvense"
"Raphanus sativus",2,2,1,2,2,2,2,2,2,5,6,6,6,5,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raphanus sativus"
"Cucumis sativus",NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cucumis sativus"
"Mentha spicata",2,3,3,2,3,4,3,4,4,2,2,2,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,2,2,2,2,3,1,1,1,1,6,7,7,11,11,6,"Mentha spicata"
"Echinacea purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,8,12,19,26,29,25,"Echinacea purpurea"
"Trachemys scripta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,3,4,6,12,15,16,17,"Trachemys scripta"
"Althaea officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,"Althaea officinalis"
"Arctium tomentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,4,5,5,4,"Arctium tomentosum"
"Sedum acre",4,4,1,3,4,4,6,8,7,7,7,6,4,3,1,1,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,1,NA,1,1,1,1,1,NA,NA,3,4,4,6,8,6,6,7,11,23,40,58,71,72,"Sedum acre"
"Mus musculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,5,6,8,10,10,"Mus musculus"
"Dysdera crocata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,4,6,7,8,9,"Dysdera crocata"
"Agonum muelleri",3,6,8,8,12,11,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,2,1,2,2,"Agonum muelleri"
"Nymphaea alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"Nymphaea alba"
"Cyclachaena xanthiifolia",1,1,1,1,NA,NA,NA,1,2,5,6,6,7,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,"Cyclachaena xanthiifolia"
"Eragrostis cilianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,"Eragrostis cilianensis"
"Brassica napus",1,1,NA,1,1,1,1,1,2,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,"Brassica napus"
"Calystegia pellitus",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calystegia pellitus"
"Bromus tectorum",NA,1,1,1,1,1,NA,NA,NA,2,2,3,3,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,2,3,3,"Bromus tectorum"
"Prunus domestica",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prunus domestica"
"Lolium multiflorum",1,1,2,2,2,2,1,NA,1,1,3,3,3,3,3,1,1,2,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,1,NA,NA,1,2,2,2,7,6,"Lolium multiflorum"
"Ipomoea purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,2,5,7,8,9,13,12,"Ipomoea purpurea"
"Betula pendula",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,3,8,12,14,15,"Betula pendula"
"Myrmica rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,6,5,"Myrmica rubra"
"Silene coronaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,8,11,10,"Silene coronaria"
"Physalis philadelphica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,5,4,"Physalis philadelphica"
"Allium vineale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,3,3,"Allium vineale"
"Malva sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,8,13,13,"Malva sylvestris"
"Asparagus officinalis",1,3,4,4,4,4,3,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,7,12,20,26,29,24,"Asparagus officinalis"
